------------------------------------------------------------
 Current - Vd = 0.05 V
------------------------------------------------------------
Voltage (V), Current (A)
                -0.5,       8.22487713e-13
        -0.479899497,       1.19758241e-12
        -0.459798995,       1.78892114e-12
        -0.439698492,       2.73526663e-12
         -0.41959799,       4.31995485e-12
        -0.399497487,       7.03540018e-12
        -0.379396985,       1.17750136e-11
        -0.359296482,        2.0222431e-11
         -0.33919598,       3.54517224e-11
        -0.319095477,       6.31850536e-11
        -0.298994975,       1.13966345e-10
        -0.278894472,       2.07249179e-10
         -0.25879397,       3.79412955e-10
        -0.238693467,        7.0063629e-10
        -0.218592965,       1.30732439e-09
        -0.198492462,       2.46173587e-09
         -0.17839196,       4.66626088e-09
        -0.158291457,        8.8832502e-09
        -0.138190955,       1.69549555e-08
        -0.118090452,       3.24017953e-08
       -0.0979899497,       6.19307451e-08
       -0.0778894472,       1.18257572e-07
       -0.0577889447,       2.25303121e-07
       -0.0376884422,       4.27508686e-07
       -0.0175879397,       8.05776224e-07
       0.00251256282,       1.50253883e-06
        0.0226130653,       2.75505924e-06
        0.0427135678,       4.92390149e-06
        0.0628140704,       8.47978569e-06
        0.0829145729,       1.38978302e-05
         0.103015075,       2.14586754e-05
         0.123115578,       3.10705482e-05
          0.14321608,       4.22604305e-05
         0.163316583,       5.43482896e-05
         0.183417085,       6.66703254e-05
         0.203517588,       7.87197998e-05
          0.22361809,       9.01786134e-05
         0.243718593,       0.000100884515
         0.263819095,       0.000110781555
         0.283919598,       0.000119877647
         0.304020101,       0.000128215008
         0.324120603,       0.000135851687
         0.344221106,       0.000142850826
         0.364321608,       0.000149274796
         0.384422111,       0.000155182237
         0.404522613,       0.000160626772
         0.424623116,       0.000165656639
         0.444723618,       0.000170314823
         0.464824121,       0.000174639411
         0.484924623,       0.000178664055
         0.505025126,       0.000182418453
         0.525125628,       0.000185928822
         0.545226131,       0.000189218318
         0.565326633,       0.000192307423
         0.585427136,       0.000195214285
         0.605527638,       0.000197955017
         0.625628141,       0.000200543952
         0.645728643,       0.000202993873
         0.665829146,         0.0002053162
         0.685929648,       0.000207521166
         0.706030151,       0.000209617959
         0.726130653,       0.000211614845
         0.746231156,       0.000213519277
         0.766331658,       0.000215337992
         0.786432161,        0.00021707709
         0.806532663,        0.00021874211
         0.826633166,       0.000220338088
         0.846733668,       0.000221869614
         0.866834171,       0.000223340878
         0.886934673,       0.000224755711
         0.907035176,       0.000226117626
         0.927135678,       0.000227429844
         0.947236181,       0.000228695327
         0.967336683,       0.000229916809
         0.987437186,       0.000231096806
          1.00753769,       0.000232237646
          1.02763819,        0.00023334148
          1.04773869,       0.000234410302
           1.0678392,       0.000235445964
           1.0879397,       0.000236450185
           1.1080402,       0.000237424564
           1.1281407,       0.000238370593
          1.14824121,        0.00023928966
          1.16834171,       0.000240183065
          1.18844221,       0.000241052022
          1.20854271,       0.000241897665
          1.22864322,        0.00024272106
          1.24874372,       0.000243523205
          1.26884422,       0.000244305039
          1.28894472,       0.000245067442
          1.30904523,       0.000245811245
          1.32914573,       0.000246537227
          1.34924623,       0.000247246125
          1.36934673,       0.000247938635
          1.38944724,       0.000248615411
          1.40954774,       0.000249277075
          1.42964824,       0.000249924213
          1.44974874,        0.00025055738
          1.46984925,       0.000251177101
          1.48994975,       0.000251783877
          1.51005025,       0.000252378181
          1.53015075,       0.000252960461
          1.55025126,       0.000253531145
          1.57035176,        0.00025409064
          1.59045226,       0.000254639332
          1.61055276,       0.000255177588
          1.63065327,        0.00025570576
          1.65075377,       0.000256224182
          1.67085427,       0.000256733174
          1.69095477,       0.000257233038
          1.71105528,       0.000257724066
          1.73115578,       0.000258206537
          1.75125628,       0.000258680715
          1.77135678,       0.000259146856
          1.79145729,       0.000259605203
          1.81155779,       0.000260055988
          1.83165829,       0.000260499436
          1.85175879,        0.00026093576
           1.8718593,       0.000261365166
           1.8919598,        0.00026178785
           1.9120603,       0.000262204004
           1.9321608,       0.000262613807
          1.95226131,       0.000263017435
          1.97236181,       0.000263415057
          1.99246231,       0.000263806832
          2.01256281,       0.000264192918
          2.03266332,       0.000264573464
          2.05276382,       0.000264948613
          2.07286432,       0.000265318504
          2.09296482,       0.000265683273
          2.11306533,       0.000266043046
          2.13316583,        0.00026639795
          2.15326633,       0.000266748104
          2.17336683,       0.000267093624
          2.19346734,       0.000267434622
          2.21356784,       0.000267771205
          2.23366834,        0.00026810348
          2.25376884,       0.000268431545
          2.27386935,         0.0002687555
          2.29396985,       0.000269075438
          2.31407035,       0.000269391451
          2.33417085,       0.000269703627
          2.35427136,       0.000270012052
          2.37437186,       0.000270316809
          2.39447236,       0.000270617978
          2.41457286,       0.000270915637
          2.43467337,        0.00027120986
          2.45477387,       0.000271500722
          2.47487437,       0.000271788294
          2.49497487,       0.000272072643
          2.51507538,       0.000272353836
          2.53517588,       0.000272631939
          2.55527638,       0.000272907013
          2.57537688,       0.000273179122
          2.59547739,       0.000273448322
          2.61557789,       0.000273714673
          2.63567839,        0.00027397823
          2.65577889,       0.000274239047
           2.6758794,       0.000274497178
           2.6959799,       0.000274752674
