------------------------------------------------------------
 Current - Vd = 0.05 V
------------------------------------------------------------
Voltage (V), Current (A)
                -0.3,       1.48844438e-08
        -0.261616162,       2.49599442e-08
        -0.223232323,       4.42776834e-08
        -0.184848485,       8.30285531e-08
        -0.146464646,       1.63519411e-07
        -0.108080808,       3.34669193e-07
       -0.0696969697,         7.023782e-07
       -0.0313131313,       1.48716642e-06
       0.00707070707,       3.11802942e-06
        0.0454545455,       6.33420693e-06
        0.0838383838,       1.21751248e-05
         0.122222222,       2.16757939e-05
         0.160606061,       3.52923958e-05
         0.198989899,       5.24886509e-05
         0.237373737,       7.18950384e-05
         0.275757576,       9.19194045e-05
         0.314141414,       0.000111312675
         0.352525253,       0.000129364941
         0.390909091,       0.000145806844
         0.429292929,       0.000160631698
         0.467676768,       0.000173957095
         0.506060606,        0.00018594436
         0.544444444,       0.000196758937
         0.582828283,       0.000206553566
         0.621212121,       0.000215462746
          0.65959596,       0.000223602261
         0.697979798,       0.000231070746
         0.736363636,       0.000237951922
         0.774747475,        0.00024431684
         0.813131313,       0.000250225926
         0.851515152,       0.000255730736
          0.88989899,       0.000260875421
         0.928282828,       0.000265697951
         0.966666667,       0.000270231143
          1.00505051,       0.000274503468
          1.04343434,        0.00027853973
          1.08181818,       0.000282361631
          1.12020202,       0.000285988235
          1.15858586,       0.000289436347
           1.1969697,       0.000292720864
          1.23535354,       0.000295855011
          1.27373737,       0.000298850572
          1.31212121,       0.000301718088
          1.35050505,       0.000304467025
          1.38888889,       0.000307105894
          1.42727273,       0.000309642375
          1.46565657,       0.000312083418
           1.5040404,       0.000314435328
          1.54242424,       0.000316703837
          1.58080808,       0.000318894173
          1.61919192,       0.000321011111
          1.65757576,       0.000323059025
           1.6959596,       0.000325041927
          1.73434343,       0.000326963502
          1.77272727,       0.000328827147
          1.81111111,       0.000330636004
          1.84949495,       0.000332392973
          1.88787879,       0.000334100739
          1.92626263,       0.000335761793
          1.96464646,       0.000337378451
           2.0030303,        0.00033895286
          2.04141414,        0.00034048703
          2.07979798,       0.000341982836
          2.11818182,       0.000343442026
          2.15656566,       0.000344866241
          2.19494949,       0.000346257012
          2.23333333,        0.00034761578
          2.27171717,       0.000348943894
          2.31010101,       0.000350242625
          2.34848485,       0.000351513162
          2.38686869,       0.000352756639
          2.42525253,       0.000353974118
          2.46363636,       0.000355166602
           2.5020202,        0.00035633504
          2.54040404,       0.000357480328
          2.57878788,       0.000358603315
          2.61717172,       0.000359704805
          2.65555556,       0.000360785562
          2.69393939,       0.000361846309
          2.73232323,        0.00036288773
          2.77070707,       0.000363910484
          2.80909091,       0.000364915195
